ORD_YMD,CENT_CD,ITEM_CD,ITEM_NM,SUM(A.CONV_QTY)
20250411,20050,124045,해태)자유시간쿠키앤티라미수,288
20250411,20050,124151,오리온)마이구미제로54g,240
20250411,20050,124158,오리온)초코송이4P,48
20250411,20050,124320,농심)먹태깡고추장마요60g,784
20250411,20050,124973,롯데)도리토스플레이밍핫70g,"2,280"
20250411,20050,125083,오리온)포카칩트리플페퍼60g,"6,600"
20250411,20050,125120,PKJ)버섯모양사우어젤리50g,"1,296"
20250411,20065,123549,해태)오사쯔빠스50g,224
20250411,20065,123638,농심)후르츠텔라48g,96
20250411,20065,123724,크라운)산도밤티라미수161g,12
20250411,20065,123792,오뚜기)순후추팝콘50g,72
20250411,20065,123845,크라운)마이쮸무화과44g,240
20250411,20065,124131,롯데)이너프토스티드브레드45g,16
20250411,20065,124132,롯데)이너프베이크드쿠키크랜베리43g,32
20250411,20065,124135,해태)구운버터옥수수60g,176
20250411,20065,124151,오리온)마이구미제로54g,120
20250411,20065,124158,오리온)초코송이4P,48
20250411,20065,124320,농심)먹태깡고추장마요60g,240
20250411,20065,124409,오리온)눈을감자칠리치즈프라이즈,372
20250411,20065,124419,오리온)뉴비틀즈57g,504
20250411,20065,124518,오리온)코코망고알맹이67g,240
20250411,20065,124563,해태)자가비사워크림맛45g,252
20250411,20065,124768,오리온)아이셔츄쥬씨자두요구르트48g,192
20250411,20065,124769,크라운)마이쮸써니피치44g,600
20250411,20065,124778,오리온)마켓오크림치즈브라우니12P,192
20250411,20065,124791,해태)후렌치파이매실맛192g,144
20250411,20065,124792,유앤)한입땅콩꽈배기450g,18
20250411,20065,124953,초코텍)초코멜로볼50g,144
20250411,20065,124954,초코텍)화이트멜로볼50g,144
20250411,20065,124972,롯데)찰떡파이초코바나나250g,88
20250411,20065,124973,롯데)도리토스플레이밍핫70g,"1,476"
20250411,20065,124976,해태)오예스요것이그릭습니다,50
20250411,20065,124977,오뚜기)콘크림스프크리스피롤55g,120
20250411,20065,124979,SAMG)하츄핑비스킷65g,224
20250411,20065,124993,미스티)별의커비솜사탕8g,288
20250411,20065,125003,오리온)핵아이셔츄깔라만시레몬48g,240
20250411,20065,125004,오리온)핵아이셔젤리깔라만시맛72g,280
20250411,20065,125006,SAMG)오로라핑의오로라빛젤리50g,280
20250411,20065,125083,오리온)포카칩트리플페퍼60g,"4,280"
20250411,20065,125120,PKJ)버섯모양사우어젤리50g,864
20250411,20075,123549,해태)오사쯔빠스50g,368
20250411,20075,123550,드림)프란찌딸기크림쿠키58g,48
20250411,20075,123558,농심)츄파춥스오션믹스젤리60g,80
20250411,20075,123609,오츠카)소이조이마카다미아&레몬25g,48
20250411,20075,123638,농심)후르츠텔라48g,48
20250411,20075,123792,오뚜기)순후추팝콘50g,60
20250411,20075,123808,하리보)사운드큐브80g,192
20250411,20075,123845,크라운)마이쮸무화과44g,240
20250411,20075,124045,해태)자유시간쿠키앤티라미수,144
20250411,20075,124130,롯데)이너프골든츄이바35g,120
20250411,20075,124131,롯데)이너프토스티드브레드45g,16
20250411,20075,124132,롯데)이너프베이크드쿠키크랜베리43g,32
20250411,20075,124133,롯데)이너프베이크드쿠키애플43g,32
20250411,20075,124135,해태)구운버터옥수수60g,320
20250411,20075,124151,오리온)마이구미제로54g,280
20250411,20075,124158,오리온)초코송이4P,64
20250411,20075,124320,농심)먹태깡고추장마요60g,560
20250411,20075,124409,오리온)눈을감자칠리치즈프라이즈,444
20250411,20075,124424,해태)홈런볼말차딸기49g,60
20250411,20075,124518,오리온)코코망고알맹이67g,160
20250411,20075,124623,에이스)브릭벽돌초콜릿50g,144
20250411,20075,124630,투데이)무이티케이크마시멜로6입,48
20250411,20075,124631,나무)드럼스틱모양젤리(바나나&블루베리)50g,120
20250411,20075,124633,유앤)드럼스틱젤리(두가지맛믹스)80g,72
20250411,20075,124769,크라운)마이쮸써니피치44g,720
20250411,20075,124770,매크로)코피코블리스터(카푸치노),144
20250411,20075,124780,해태)구운양파명랑핫도그맛110g,156
20250411,20075,124787,천하)구카솔티커피누가크래커100g,24
20250411,20075,124973,롯데)도리토스플레이밍핫70g,"2,124"
20250411,20075,125083,오리온)포카칩트리플페퍼60g,"6,160"
20250411,20075,125120,PKJ)버섯모양사우어젤리50g,"1,296"
20250411,20079,123549,해태)오사쯔빠스50g,192
20250411,20079,123792,오뚜기)순후추팝콘50g,72
20250411,20079,124135,해태)구운버터옥수수60g,256
20250411,20079,124151,오리온)마이구미제로54g,320
20250411,20079,124158,오리온)초코송이4P,64
20250411,20079,124320,농심)먹태깡고추장마요60g,576
20250411,20079,124409,오리온)눈을감자칠리치즈프라이즈,396
20250411,20079,124419,오리온)뉴비틀즈57g,432
20250411,20079,124518,오리온)코코망고알맹이67g,320
20250411,20079,124768,오리온)아이셔츄쥬씨자두요구르트48g,432
20250411,20079,124769,크라운)마이쮸써니피치44g,720
20250411,20079,124778,오리온)마켓오크림치즈브라우니12P,128
20250411,20079,124792,유앤)한입땅콩꽈배기450g,18
20250411,20079,124953,초코텍)초코멜로볼50g,240
20250411,20079,124954,초코텍)화이트멜로볼50g,240
20250411,20079,124972,롯데)찰떡파이초코바나나250g,120
20250411,20079,124973,롯데)도리토스플레이밍핫70g,"1,836"
20250411,20079,124976,해태)오예스요것이그릭습니다,120
20250411,20079,124977,오뚜기)콘크림스프크리스피롤55g,144
20250411,20079,124979,SAMG)하츄핑비스킷65g,64
20250411,20079,124981,PB)제트콘90g,100
20250411,20079,124993,미스티)별의커비솜사탕8g,216
20250411,20079,125003,오리온)핵아이셔츄깔라만시레몬48g,768
20250411,20079,125004,오리온)핵아이셔젤리깔라만시맛72g,640
20250411,20079,125005,글로브)도토리젤리15g,720
20250411,20079,125006,SAMG)오로라핑의오로라빛젤리50g,320
20250411,20079,125083,오리온)포카칩트리플페퍼60g,"5,320"
20250411,20079,125120,PKJ)버섯모양사우어젤리50g,"1,152"
20250411,20080,123549,해태)오사쯔빠스50g,256
20250411,20080,123550,드림)프란찌딸기크림쿠키58g,96
20250411,20080,123558,농심)츄파춥스오션믹스젤리60g,80
20250411,20080,123608,오츠카)소이조이후르츠&치즈30g,48
20250411,20080,123609,오츠카)소이조이마카다미아&레몬25g,144
20250411,20080,123724,크라운)산도밤티라미수161g,12
20250411,20080,123792,오뚜기)순후추팝콘50g,120
20250411,20080,123808,하리보)사운드큐브80g,240
20250411,20080,123845,크라운)마이쮸무화과44g,240
20250411,20080,123971,네슬레)킷캣청키로투스,192
20250411,20080,124045,해태)자유시간쿠키앤티라미수,288
20250411,20080,124131,롯데)이너프토스티드브레드45g,16
20250411,20080,124132,롯데)이너프베이크드쿠키크랜베리43g,128
20250411,20080,124133,롯데)이너프베이크드쿠키애플43g,128
20250411,20080,124151,오리온)마이구미제로54g,320
20250411,20080,124158,오리온)초코송이4P,64
20250411,20080,124320,농심)먹태깡고추장마요60g,528
20250411,20080,124629,유앤)참깨롱꽈배기280g,40
20250411,20080,124686,나무)드럼스틱모양젤리(딸기&밀크)50g,120
20250411,20080,124973,롯데)도리토스플레이밍핫70g,"1,896"
20250411,20080,125083,오리온)포카칩트리플페퍼60g,"5,480"
20250411,20080,125120,PKJ)버섯모양사우어젤리50g,"1,152"
20250411,20081,123549,해태)오사쯔빠스50g,480
20250411,20081,123550,드림)프란찌딸기크림쿠키58g,48
20250411,20081,123558,농심)츄파춥스오션믹스젤리60g,80
20250411,20081,123638,농심)후르츠텔라48g,48
20250411,20081,123724,크라운)산도밤티라미수161g,12
20250411,20081,123808,하리보)사운드큐브80g,96
20250411,20081,123845,크라운)마이쮸무화과44g,120
20250411,20081,124045,해태)자유시간쿠키앤티라미수,144
20250411,20081,124130,롯데)이너프골든츄이바35g,60
20250411,20081,124131,롯데)이너프토스티드브레드45g,16
20250411,20081,124132,롯데)이너프베이크드쿠키크랜베리43g,64
20250411,20081,124133,롯데)이너프베이크드쿠키애플43g,32
20250411,20081,124135,해태)구운버터옥수수60g,304
20250411,20081,124151,오리온)마이구미제로54g,240
20250411,20081,124158,오리온)초코송이4P,48
20250411,20081,124317,롯데)파이열매73g,60
20250411,20081,124409,오리온)눈을감자칠리치즈프라이즈,492
20250411,20081,124415,삼립)누네띠네딥초코120g,16
20250411,20081,124424,해태)홈런볼말차딸기49g,60
20250411,20081,124563,해태)자가비사워크림맛45g,408
20250411,20081,124628,하늘)브라우니약과60g,12
20250411,20081,124631,나무)드럼스틱모양젤리(바나나&블루베리)50g,120
20250411,20081,124767,서주)마로마로레몬맛40g,50
20250411,20081,124768,오리온)아이셔츄쥬씨자두요구르트48g,336
20250411,20081,124769,크라운)마이쮸써니피치44g,600
20250411,20081,124780,해태)구운양파명랑핫도그맛110g,96
20250411,20081,124781,해태)생생감자칩랍스터맛85g,180
20250411,20081,124973,롯데)도리토스플레이밍핫70g,"1,908"
20250411,20081,125083,오리온)포카칩트리플페퍼60g,"5,540"
20250411,20081,125120,PKJ)버섯모양사우어젤리50g,"1,152"
20250411,20083,123549,해태)오사쯔빠스50g,192
20250411,20083,123638,농심)후르츠텔라48g,48
20250411,20083,124131,롯데)이너프토스티드브레드45g,48
20250411,20083,124135,해태)구운버터옥수수60g,176
20250411,20083,124151,오리온)마이구미제로54g,120
20250411,20083,124158,오리온)초코송이4P,48
20250411,20083,124320,농심)먹태깡고추장마요60g,336
20250411,20083,124409,오리온)눈을감자칠리치즈프라이즈,408
20250411,20083,124424,해태)홈런볼말차딸기49g,60
20250411,20083,124518,오리온)코코망고알맹이67g,280
20250411,20083,124768,오리온)아이셔츄쥬씨자두요구르트48g,240
20250411,20083,124778,오리온)마켓오크림치즈브라우니12P,96
20250411,20083,124791,해태)후렌치파이매실맛192g,36
20250411,20083,124954,초코텍)화이트멜로볼50g,48
20250411,20083,124972,롯데)찰떡파이초코바나나250g,64
20250411,20083,124973,롯데)도리토스플레이밍핫70g,"1,344"
20250411,20083,124976,해태)오예스요것이그릭습니다,40
20250411,20083,124977,오뚜기)콘크림스프크리스피롤55g,84
20250411,20083,124979,SAMG)하츄핑비스킷65g,192
20250411,20083,124993,미스티)별의커비솜사탕8g,72
20250411,20083,125006,SAMG)오로라핑의오로라빛젤리50g,160
20250411,20083,125083,오리온)포카칩트리플페퍼60g,"3,880"
20250411,20083,125120,PKJ)버섯모양사우어젤리50g,864
20250411,20084,123549,해태)오사쯔빠스50g,176
20250411,20084,123558,농심)츄파춥스오션믹스젤리60g,80
20250411,20084,123609,오츠카)소이조이마카다미아&레몬25g,48
20250411,20084,123724,크라운)산도밤티라미수161g,12
20250411,20084,123792,오뚜기)순후추팝콘50g,72
20250411,20084,123808,하리보)사운드큐브80g,144
20250411,20084,123845,크라운)마이쮸무화과44g,120
20250411,20084,124045,해태)자유시간쿠키앤티라미수,144
20250411,20084,124132,롯데)이너프베이크드쿠키크랜베리43g,32
20250411,20084,124133,롯데)이너프베이크드쿠키애플43g,32
20250411,20084,124135,해태)구운버터옥수수60g,144
20250411,20084,124151,오리온)마이구미제로54g,80
20250411,20084,124158,오리온)초코송이4P,32
20250411,20084,124320,농심)먹태깡고추장마요60g,464
20250411,20084,124409,오리온)눈을감자칠리치즈프라이즈,336
20250411,20084,124424,해태)홈런볼말차딸기49g,60
20250411,20084,124430,에스씨)이치미니쌀과자120g,40
20250411,20084,124518,오리온)코코망고알맹이67g,160
20250411,20084,124563,해태)자가비사워크림맛45g,144
20250411,20084,124628,하늘)브라우니약과60g,48
20250411,20084,124630,투데이)무이티케이크마시멜로6입,72
20250411,20084,124633,유앤)드럼스틱젤리(두가지맛믹스)80g,144
20250411,20084,124767,서주)마로마로레몬맛40g,100
20250411,20084,124768,오리온)아이셔츄쥬씨자두요구르트48g,240
20250411,20084,124769,크라운)마이쮸써니피치44g,360
20250411,20084,124778,오리온)마켓오크림치즈브라우니12P,80
20250411,20084,124780,해태)구운양파명랑핫도그맛110g,204
20250411,20084,124781,해태)생생감자칩랍스터맛85g,228
20250411,20084,124787,천하)구카솔티커피누가크래커100g,72
20250411,20084,124791,해태)후렌치파이매실맛192g,72
20250411,20084,124792,유앤)한입땅콩꽈배기450g,54
20250411,20084,124931,PB)바밤바알밤초콜릿16g,640
20250411,20084,124953,초코텍)초코멜로볼50g,144
20250411,20084,124954,초코텍)화이트멜로볼50g,192
20250411,20084,124972,롯데)찰떡파이초코바나나250g,120
20250411,20084,124973,롯데)도리토스플레이밍핫70g,"1,152"
20250411,20084,124976,해태)오예스요것이그릭습니다,160
20250411,20084,124977,오뚜기)콘크림스프크리스피롤55g,276
20250411,20084,124979,SAMG)하츄핑비스킷65g,160
20250411,20084,124981,PB)제트콘90g,460
20250411,20084,124993,미스티)별의커비솜사탕8g,72
20250411,20084,125003,오리온)핵아이셔츄깔라만시레몬48g,432
20250411,20084,125004,오리온)핵아이셔젤리깔라만시맛72g,280
20250411,20084,125006,SAMG)오로라핑의오로라빛젤리50g,280
20250411,20084,125083,오리온)포카칩트리플페퍼60g,"3,320"
20250411,20084,125120,PKJ)버섯모양사우어젤리50g,720
20250411,20085,123549,해태)오사쯔빠스50g,464
20250411,20085,123550,드림)프란찌딸기크림쿠키58g,48
20250411,20085,123638,농심)후르츠텔라48g,48
20250411,20085,123724,크라운)산도밤티라미수161g,12
20250411,20085,123808,하리보)사운드큐브80g,192
20250411,20085,123845,크라운)마이쮸무화과44g,240
20250411,20085,124130,롯데)이너프골든츄이바35g,180
20250411,20085,124132,롯데)이너프베이크드쿠키크랜베리43g,96
20250411,20085,124133,롯데)이너프베이크드쿠키애플43g,96
20250411,20085,124135,해태)구운버터옥수수60g,496
20250411,20085,124151,오리온)마이구미제로54g,320
20250411,20085,124158,오리온)초코송이4P,64
20250411,20085,124317,롯데)파이열매73g,60
20250411,20085,124320,농심)먹태깡고추장마요60g,704
20250411,20085,124409,오리온)눈을감자칠리치즈프라이즈,480
20250411,20085,124415,삼립)누네띠네딥초코120g,16
20250411,20085,124424,해태)홈런볼말차딸기49g,90
20250411,20085,124430,에스씨)이치미니쌀과자120g,40
20250411,20085,124518,오리온)코코망고알맹이67g,160
20250411,20085,124563,해태)자가비사워크림맛45g,348
20250411,20085,124629,유앤)참깨롱꽈배기280g,20
20250411,20085,124633,유앤)드럼스틱젤리(두가지맛믹스)80g,72
20250411,20085,124767,서주)마로마로레몬맛40g,50
20250411,20085,124768,오리온)아이셔츄쥬씨자두요구르트48g,432
20250411,20085,124769,크라운)마이쮸써니피치44g,840
20250411,20085,124770,매크로)코피코블리스터(카푸치노),144
20250411,20085,124787,천하)구카솔티커피누가크래커100g,48
20250411,20085,124973,롯데)도리토스플레이밍핫70g,"2,616"
20250411,20085,125083,오리온)포카칩트리플페퍼60g,"7,560"
20250411,20085,125120,PKJ)버섯모양사우어젤리50g,"1,584"
20250414,20006,123608,오츠카)소이조이후르츠&치즈30g,192
20250414,20006,123609,오츠카)소이조이마카다미아&레몬25g,384
20250414,20006,123724,크라운)산도밤티라미수161g,48
20250414,20006,123792,오뚜기)순후추팝콘50g,264
20250414,20006,123808,하리보)사운드큐브80g,480
20250414,20006,124135,해태)구운버터옥수수60g,800
20250414,20006,124151,오리온)마이구미제로54g,720
20250414,20006,124317,롯데)파이열매73g,60
20250414,20006,124318,MQ)프링글스스윗어니언100g,120
20250414,20006,124323,미성)허쉬쿠앤크라운즈96g,50
20250414,20006,124409,오리온)눈을감자칠리치즈프라이즈,480
20250414,20006,124415,삼립)누네띠네딥초코120g,80
20250414,20006,124416,서주)헬로키티사과젤리43g,150
20250414,20006,124424,해태)홈런볼말차딸기49g,60
20250414,20006,124426,SAMG)로열티니핑컬러팝콘45g,24
20250414,20006,124431,피치)트위젤미니츄블루베리맛28g,320
20250414,20006,124437,로투스)비스코프트윈팩25g,216
20250414,20006,124518,오리온)코코망고알맹이67g,200
20250414,20006,124563,해태)자가비사워크림맛45g,600
20250414,20006,124628,하늘)브라우니약과60g,120
20250414,20006,124630,투데이)무이티케이크마시멜로6입,24
20250414,20006,124631,나무)드럼스틱모양젤리(바나나&블루베리)50g,120
20250414,20006,124632,피치)곤충모양젤리13g,312
20250414,20006,124633,유앤)드럼스틱젤리(두가지맛믹스)80g,504
20250414,20006,124768,오리온)아이셔츄쥬씨자두요구르트48g,384
20250414,20006,124769,크라운)마이쮸써니피치44g,240
20250414,20006,124778,오리온)마켓오크림치즈브라우니12P,128
20250414,20006,124792,유앤)한입땅콩꽈배기450g,27
20250414,20006,124977,오뚜기)콘크림스프크리스피롤55g,360
20250414,20006,124979,SAMG)하츄핑비스킷65g,192
20250414,20006,125003,오리온)핵아이셔츄깔라만시레몬48g,"1,200"
20250414,20006,125004,오리온)핵아이셔젤리깔라만시맛72g,240
20250414,20007,123549,해태)오사쯔빠스50g,240
20250414,20007,123550,드림)프란찌딸기크림쿠키58g,48
20250414,20007,123608,오츠카)소이조이후르츠&치즈30g,96
20250414,20007,123609,오츠카)소이조이마카다미아&레몬25g,96
20250414,20007,123792,오뚜기)순후추팝콘50g,12
20250414,20007,123808,하리보)사운드큐브80g,312
20250414,20007,123845,크라운)마이쮸무화과44g,240
20250414,20007,124000,미스티)산리오립스틱캔디5g,144
20250414,20007,124045,해태)자유시간쿠키앤티라미수,144
20250414,20007,124132,롯데)이너프베이크드쿠키크랜베리43g,32
20250414,20007,124140,PKJ)딸기모양마시멜로우48g,72
20250414,20007,124142,훼밀리)BBQ마시멜로우30g,128
20250414,20007,124151,오리온)마이구미제로54g,120
20250414,20007,124417,매크로)레옹사우어비타민c레몬젤리80g,24
20250414,20007,124419,오리온)뉴비틀즈57g,432
20250414,20007,124431,피치)트위젤미니츄블루베리맛28g,640
20250414,20007,124518,오리온)코코망고알맹이67g,320
20250414,20007,124628,하늘)브라우니약과60g,72
20250414,20007,124629,유앤)참깨롱꽈배기280g,40
20250414,20007,124631,나무)드럼스틱모양젤리(바나나&블루베리)50g,120
20250414,20007,124632,피치)곤충모양젤리13g,312
20250414,20007,124686,나무)드럼스틱모양젤리(딸기&밀크)50g,120
20250414,20007,124778,오리온)마켓오크림치즈브라우니12P,32
20250414,20007,124792,유앤)한입땅콩꽈배기450g,54
20250414,20007,124976,해태)오예스요것이그릭습니다,10
20250414,20007,124977,오뚜기)콘크림스프크리스피롤55g,408
20250414,20007,124979,SAMG)하츄핑비스킷65g,432
20250414,20007,125003,오리온)핵아이셔츄깔라만시레몬48g,"1,056"
20250414,20007,125006,SAMG)오로라핑의오로라빛젤리50g,520
20250414,20010,123555,SAMG)위시캣발바닥모양캔디42g,80
20250414,20010,124135,해태)구운버터옥수수60g,480
20250414,20010,124318,MQ)프링글스스윗어니언100g,96
20250414,20010,124409,오리온)눈을감자칠리치즈프라이즈,960
20250414,20010,124415,삼립)누네띠네딥초코120g,48
20250414,20010,124416,서주)헬로키티사과젤리43g,150
20250414,20010,124426,SAMG)로열티니핑컬러팝콘45g,60
20250414,20010,124518,오리온)코코망고알맹이67g,400
20250414,20010,124629,유앤)참깨롱꽈배기280g,60
20250414,20010,124630,투데이)무이티케이크마시멜로6입,48
20250414,20010,124633,유앤)드럼스틱젤리(두가지맛믹스)80g,216
20250414,20010,124769,크라운)마이쮸써니피치44g,600
20250414,20010,124977,오뚜기)콘크림스프크리스피롤55g,720
20250414,20010,124979,SAMG)하츄핑비스킷65g,192
20250414,20010,125006,SAMG)오로라핑의오로라빛젤리50g,120
20250414,20017,123549,해태)오사쯔빠스50g,816
20250414,20017,123550,드림)프란찌딸기크림쿠키58g,48
20250414,20017,123558,농심)츄파춥스오션믹스젤리60g,160
20250414,20017,123629,G)LOOK초콜릿(네가지과일)44g,640
20250414,20017,123724,크라운)산도밤티라미수161g,48
20250414,20017,123792,오뚜기)순후추팝콘50g,72
20250414,20017,123808,하리보)사운드큐브80g,360
20250414,20017,124045,해태)자유시간쿠키앤티라미수,288
20250414,20017,124133,롯데)이너프베이크드쿠키애플43g,64
20250414,20017,124135,해태)구운버터옥수수60g,16
20250414,20017,124151,오리온)마이구미제로54g,40
20250414,20017,124320,농심)먹태깡고추장마요60g,160
20250414,20017,124409,오리온)눈을감자칠리치즈프라이즈,48
20250414,20017,124415,삼립)누네띠네딥초코120g,16
20250414,20017,124431,피치)트위젤미니츄블루베리맛28g,320
20250414,20017,124628,하늘)브라우니약과60g,60
20250414,20017,124631,나무)드럼스틱모양젤리(바나나&블루베리)50g,120
20250414,20017,124686,나무)드럼스틱모양젤리(딸기&밀크)50g,120
20250414,20017,124979,SAMG)하츄핑비스킷65g,176
20250414,20033,123549,해태)오사쯔빠스50g,480
20250414,20033,123608,오츠카)소이조이후르츠&치즈30g,48
20250414,20033,123609,오츠카)소이조이마카다미아&레몬25g,48
20250414,20033,123792,오뚜기)순후추팝콘50g,12
20250414,20033,124045,해태)자유시간쿠키앤티라미수,144
20250414,20033,124130,롯데)이너프골든츄이바35g,120
20250414,20033,124135,해태)구운버터옥수수60g,240
20250414,20033,124151,오리온)마이구미제로54g,120
20250414,20033,124320,농심)먹태깡고추장마요60g,64
20250414,20033,124409,오리온)눈을감자칠리치즈프라이즈,108
20250414,20033,124424,해태)홈런볼말차딸기49g,60
20250414,20033,124563,해태)자가비사워크림맛45g,24
20250414,20033,124780,해태)구운양파명랑핫도그맛110g,60
20250414,20034,123550,드림)프란찌딸기크림쿠키58g,144
20250414,20034,123557,SAMG)하츄핑의4D젤리42g,60
20250414,20034,123792,오뚜기)순후추팝콘50g,180
20250414,20034,123808,하리보)사운드큐브80g,696
20250414,20034,124131,롯데)이너프토스티드브레드45g,32
20250414,20034,124133,롯데)이너프베이크드쿠키애플43g,128
20250414,20034,124135,해태)구운버터옥수수60g,960
20250414,20034,124142,훼밀리)BBQ마시멜로우30g,128
20250414,20034,124151,오리온)마이구미제로54g,640
20250414,20034,124158,오리온)초코송이4P,80
20250414,20034,124318,MQ)프링글스스윗어니언100g,144
20250414,20034,124320,농심)먹태깡고추장마요60g,"1,008"
20250414,20034,124409,오리온)눈을감자칠리치즈프라이즈,600
20250414,20034,124415,삼립)누네띠네딥초코120g,32
20250414,20034,124416,서주)헬로키티사과젤리43g,50
20250414,20034,124426,SAMG)로열티니핑컬러팝콘45g,48
20250414,20034,124518,오리온)코코망고알맹이67g,400
20250414,20034,124519,스위트)트롤리핑구미100g,192
20250414,20034,124628,하늘)브라우니약과60g,60
20250414,20034,124630,투데이)무이티케이크마시멜로6입,120
20250414,20034,124633,유앤)드럼스틱젤리(두가지맛믹스)80g,720
20250414,20034,124769,크라운)마이쮸써니피치44g,360
20250414,20034,124792,유앤)한입땅콩꽈배기450g,45
20250414,20034,124977,오뚜기)콘크림스프크리스피롤55g,240
20250414,20049,123549,해태)오사쯔빠스50g,112
20250414,20049,123557,SAMG)하츄핑의4D젤리42g,60
20250414,20049,123608,오츠카)소이조이후르츠&치즈30g,96
20250414,20049,123609,오츠카)소이조이마카다미아&레몬25g,192
20250414,20049,123792,오뚜기)순후추팝콘50g,204
20250414,20049,123808,하리보)사운드큐브80g,480
20250414,20049,124045,해태)자유시간쿠키앤티라미수,144
20250414,20049,124130,롯데)이너프골든츄이바35g,120
20250414,20049,124133,롯데)이너프베이크드쿠키애플43g,32
20250414,20049,124135,해태)구운버터옥수수60g,432
20250414,20049,124151,오리온)마이구미제로54g,160
20250414,20049,124158,오리온)초코송이4P,48
20250414,20049,124317,롯데)파이열매73g,120
20250414,20049,124320,농심)먹태깡고추장마요60g,128
20250414,20049,124409,오리온)눈을감자칠리치즈프라이즈,228
20250414,20049,124415,삼립)누네띠네딥초코120g,16
20250414,20049,124419,오리온)뉴비틀즈57g,504
20250414,20049,124424,해태)홈런볼말차딸기49g,60
20250414,20049,124518,오리온)코코망고알맹이67g,600
20250414,20049,124563,해태)자가비사워크림맛45g,36
20250414,20049,124633,유앤)드럼스틱젤리(두가지맛믹스)80g,144
20250414,20049,124778,오리온)마켓오크림치즈브라우니12P,224
20250414,20049,124780,해태)구운양파명랑핫도그맛110g,132
20250414,20049,124791,해태)후렌치파이매실맛192g,108
20250414,20049,124792,유앤)한입땅콩꽈배기450g,36
20250414,20049,124931,PB)바밤바알밤초콜릿16g,640
20250414,20049,124953,초코텍)초코멜로볼50g,288
20250414,20049,124954,초코텍)화이트멜로볼50g,288
20250414,20049,124972,롯데)찰떡파이초코바나나250g,96
20250414,20049,124976,해태)오예스요것이그릭습니다,120
20250414,20049,124977,오뚜기)콘크림스프크리스피롤55g,420
20250414,20049,124979,SAMG)하츄핑비스킷65g,624
20250414,20049,124993,미스티)별의커비솜사탕8g,144
20250414,20049,125003,오리온)핵아이셔츄깔라만시레몬48g,"2,688"
20250414,20049,125004,오리온)핵아이셔젤리깔라만시맛72g,920
20250414,20050,123609,오츠카)소이조이마카다미아&레몬25g,96
20250414,20050,123792,오뚜기)순후추팝콘50g,156
20250414,20050,124045,해태)자유시간쿠키앤티라미수,288
20250414,20050,124130,롯데)이너프골든츄이바35g,120
20250414,20050,124135,해태)구운버터옥수수60g,160
20250414,20050,124151,오리온)마이구미제로54g,320
20250414,20050,124291,일신)캇예스레인보우75g,64
20250414,20050,124409,오리온)눈을감자칠리치즈프라이즈,480
20250414,20050,124420,피치)트위젤미니츄애플망고맛28g,320
20250414,20050,124424,해태)홈런볼말차딸기49g,60
20250414,20050,124518,오리온)코코망고알맹이67g,200
20250414,20050,124628,하늘)브라우니약과60g,12
20250414,20050,124629,유앤)참깨롱꽈배기280g,40
20250414,20050,124633,유앤)드럼스틱젤리(두가지맛믹스)80g,216
20250414,20050,124979,SAMG)하츄핑비스킷65g,80
20250414,20065,123550,드림)프란찌딸기크림쿠키58g,96
20250414,20065,123558,농심)츄파춥스오션믹스젤리60g,160
20250414,20065,123609,오츠카)소이조이마카다미아&레몬25g,48
20250414,20065,123724,크라운)산도밤티라미수161g,24
20250414,20065,123792,오뚜기)순후추팝콘50g,12
20250414,20065,123808,하리보)사운드큐브80g,480
20250414,20065,124000,미스티)산리오립스틱캔디5g,144
20250414,20065,124130,롯데)이너프골든츄이바35g,60
20250414,20065,124132,롯데)이너프베이크드쿠키크랜베리43g,64
20250414,20065,124133,롯데)이너프베이크드쿠키애플43g,32
20250414,20065,124135,해태)구운버터옥수수60g,160
20250414,20065,124141,훼밀리)멜로팝스트로베리15g,64
20250414,20065,124151,오리온)마이구미제로54g,160
20250414,20065,124158,오리온)초코송이4P,32
20250414,20065,124291,일신)캇예스레인보우75g,128
20250414,20065,124320,농심)먹태깡고추장마요60g,656
20250414,20065,124409,오리온)눈을감자칠리치즈프라이즈,120
20250414,20065,124424,해태)홈런볼말차딸기49g,30
20250414,20065,124426,SAMG)로열티니핑컬러팝콘45g,72
20250414,20065,124459,PB)쫀득쿠키멜로바60g,108
20250414,20065,124563,해태)자가비사워크림맛45g,60
20250414,20065,124630,투데이)무이티케이크마시멜로6입,48
20250414,20065,124632,피치)곤충모양젤리13g,312
20250414,20065,124633,유앤)드럼스틱젤리(두가지맛믹스)80g,288
20250414,20065,124780,해태)구운양파명랑핫도그맛110g,324
20250414,20065,124979,SAMG)하츄핑비스킷65g,480
20250414,20065,125003,오리온)핵아이셔츄깔라만시레몬48g,336
20250414,20075,123550,드림)프란찌딸기크림쿠키58g,96
20250414,20075,123608,오츠카)소이조이후르츠&치즈30g,48
20250414,20075,123609,오츠카)소이조이마카다미아&레몬25g,144
20250414,20075,123792,오뚜기)순후추팝콘50g,168
20250414,20075,123808,하리보)사운드큐브80g,432
20250414,20075,124000,미스티)산리오립스틱캔디5g,144
20250414,20075,124045,해태)자유시간쿠키앤티라미수,144
20250414,20075,124132,롯데)이너프베이크드쿠키크랜베리43g,64
20250414,20075,124133,롯데)이너프베이크드쿠키애플43g,96
20250414,20075,124135,해태)구운버터옥수수60g,432
20250414,20075,124151,오리온)마이구미제로54g,80
